text	NOT	HOF
[USER] I am saddened that our AUS Govt and our mainstream media seem to have no interest in supporting and comforting Indian Australians affected by the unfolding IndiaCovidCrisis. The coverage on [USER] and [USER] is very good but very distressing. 🙏😥 COVID19India	0.9359572	0.06404282
[USER] Impressive how our literal record appearence holder is so much of a twat that even his own fans don't like him	0.088802926	0.91119707
[USER] [USER] pimp logo. would you re-tweet my work if I make that logo an emblem?	0.6706382	0.32936183
IndiaCovidCrisis is horrible I feel so sad for the people of India right now smh.	0.972225	0.027775034
Sad to say this was bound to happen CovidVaccine [URL]	0.9810456	0.018954366
ElectionResult Those who ruined my country, run away from my country ModiKaVaccineJumla ModiResign [URL]	0.568932	0.43106797
[USER] It is shameful that Chinese officials would make fun of the disastrous COVIDSecondWaveInIndia instead of showing support to solve IndiaCovidCrisis. In contrast, Taiwan has sent many oxygen concentrators and cylinders to india as IndiaNeedsOxygen. IndianLivesMatter [URL]	0.4495613	0.5504387
I will not wear mask. I will not maintain social distance. I will not listen to govt instructions. I will not take vaccine. I will not maintain hygiene. But if I get Wuhanvirus then I will blame it all on government Modi.	0.59139943	0.4086006
[USER] Be getting another one soon with that fella comes back for his Bitcoin ye twat . Fraud must run in the fam	0.038095225	0.96190476
[USER] Bloody hell.	0.024118675	0.9758814
Show me your papers. ....Are you guys fucking hearing yourselves? CovidVaccine [URL]	0.014593491	0.9854065
[USER] Gang raped BJP worker by TMC goons, Indira Gandhi imposed emergency 39 times, and she told international media India does not care what you think get lost, this gawar blood thirsty dehati nation does not know the language of love Modi ji, th	0.050132755	0.94986725
[USER] Shame on people who are still supporting her... including Manorama. keeping MUM ArrestMamata BengalBurning BengalViolence [URL]	0.031576976	0.968423
So awful IndiaCovidCrisis [URL]	0.97290957	0.02709051
Why are they being punished? It would be easy to send some QANTAS flights over. IndiaCovidCrisis. Along w hand-cuffing poor countries: [URL] Hard not to think this is just overt racism! [URL]	0.6807579	0.31924206
India will remain in a pandemic forever till NarendraModi resigns ResignModi ExitModi	0.11733023	0.88266975
"Covid in India: ""I will get the oxygen myself,but no one will vote for ... [URL] via [USER] This is how democracies are killing people! Shame on Indian government! India IndiaCovidCrisis CovidIndia COVID19 COVID19India Covid_19 [USER] [USER] Will you help?"	0.11568126	0.88431877
Oh shit? Chainsaw Man anime PV dropping in 26 days LETS GOOOOOOOOO [URL]	0.35692874	0.6430713
[USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] Youre alive motherfucker?	0.013877201	0.9861227
Feeling sorry for the people living in assam that after seeing the concequences they still chose to vote for modiji feelingsorryforassam assamesehavenohope assamtumpachtaoge ExitModi AssamAssemblyPolls AssemblyElections2021 ModiKaVaccineJumla ElectionResult	0.6696199	0.33038008
[USER] If this was natural the world would have controlled it by now or if this Chinesevirus is so devastating how can China remain unaffected by any 2nd or 3rd waive. Time to make China pay for all the death & suffering.	0.6224274	0.3775726
[USER] [USER] A desperate shag in a skip is the best sex you can ever have	0.054386217	0.9456138
Been single for 5 years now. I wanna date but this dating shit some huff	0.6679482	0.3320518
[USER] thats just pure bollocks on sticks, thats the elites game to get folk raging against china so their kids will die on a hill for them, the economic ballance switches from east to west and vice versa every 500 years, the west is bankrupt, get used to it rather than wage war 1/2	0.04312713	0.9568729
Everyone knows, Govt. was more focused on Bengal Elections than managing COVID crisis in India, Just imagine 5 States have elections next year. So, If u r not dead in 2020 due to poor management & govt failure, you'll be next year Sorry, Dark but truth.. IndiaCovidCrisis	0.2620877	0.73791236
Revolt Now I repeat Revolt Now, Against the Govt. or So Called System. Otherwise We will keep losing our Loved Ones. They have failed us on every Front. CovidIndia IndiaCovidCrisis RevolutionNow	0.31409457	0.68590546
Criminal negligence coming to the forefront. Topping all the other evidence that is already available. What a shame ! [URL] IndiaCovidCrisis IndianLivesMatter	0.26880336	0.73119664
Where the fuck are our vaccines? ModiKaVaccineJumla	0.02104918	0.9789508
Spirit and my guides : stop having trust issues The types of people coming into my life : god damn idiots Me : [URL]	0.68212223	0.3178778
[USER] ModiResign ModiKaVaccineJumla ModiHataoDeshBachao ModiResignOrRepeal FarmersVsModiVirus FarmLaws_NextPandemic FarmersProtest NoFarmersNoFood boycottGodimedia Shame on Godi media,never raise issue with jumla party. You are eq	0.06245542	0.9375446
Such a sad state of affairs for a democratic exercise in pandemic times, it wasn't a good time to get going & create chaos IndiaCovidCrisis Elections2021 StayHomeStaySafe [URL]	0.8544494	0.14555061
[USER] [USER] This is false! Jason Miller's hooker is probably dead.	0.49518144	0.50481856
[USER] [USER] ELECTION COMMISSION & GOVERNOR were responsible upto yesterday. Don't fool people. Resign_PM_Modi ResignModi [URL]	0.054971363	0.9450286
SpinelessBJP SpinlessBJP CruelMamata Bengal Violence HindusLivesMatter [USER] on BengalBurning situation Losing hopes on Modi [USER] can't help their karyakartas. It's shame. Modi silence is indirect support for this crime murders spinelessmodi MamataBanarjee [URL]	0.08771959	0.9122804
The problem isn't with BengalBurning . Problem is many idiots still think early 2000 riots were justified. And people are terming coward act of killing innocents as viratroop . God save us from these intellectually bankrupts .	0.06251745	0.93748254
"The reason I'm mad is that then they said, ""YOU WILL PROBABLY BE FINE IF YOU HAVE TO WAIT A BIT LONGER."" No, actually, I will probably not be fine if I can't get my CovidVaccine booster. I will patiently wait 105-112 days (82 days longer than appropriate). That's it, Ontario."	0.9660464	0.033953615
[USER] Ask a hooker	0.06522188	0.9347781
[USER] 😂😂Likee Very boring annoying shit	0.02744449	0.97255546
I do not comply! Covid19 CovidVaccine Insanity [URL]	0.9478595	0.052140426
Friendly reminder that you raised the generation you bitch about.	0.027676858	0.9723231
[USER] Bloody hell. Science is amazing. I really hope you don't have to wait too long x	0.19501665	0.8049833
[USER] Motherfucker all this I want to stay to win something fukkin traitor	0.015836485	0.98416346
You give off BIG sub energy but I want you to fuck the shit out of me with a strap????????? honestly i could do that [URL]	0.019541431	0.9804585
ResignModi The new normal was hearing the news of friends, comrades, near n dear affected with Covid. Sad to know the rising number of deaths! There is a reduction in tests to suppress numbers! What are the govt's trying to achieve? [URL] [URL]	0.8640664	0.13593364
[USER] killing it again! Do watch ResignPMmodi [URL]	0.5703038	0.4296962
[USER] When will the law recognize that the law abuses people. [USER] Chf. Caids garbage cops were just blocking my way on the road & harassing me in the parking lot! Your desperate Masturbaters Rick Steroids Ostrowski Mike little Penus Mur	0.081619166	0.9183808
[USER] [USER] Wave those COVID19 Vaccine patents now before anymore people needlessly die. This callous World is even more heartbreaking during a Worldwide Pandemic. IndiaCovidCrisis IndiaNeedsOxygen [URL]	0.92180073	0.07819926
[USER] Exactly like holy fuck don't donate [CUR]1000 to techno when you could donate to charities that actually help people	0.03327963	0.9667204
[USER] Dangerous to our national security that dick	0.020413874	0.97958606
🇩🇪 is opposing 🇺🇲 endorsement of CovidVaccine IP waiver 🇬🇧 and 🇪🇺 are currently on the fence [USER]'s Ngozi, 🇮🇳,🇿🇦 and >50 others back it It's not all that simple. Good arguments on both sides (see [USER]'s brilliant micro analysis below) Overall I'm for it 💪 [URL]	0.9660967	0.033903345
painted my nails black now i feel like the baddest bitch	0.06010924	0.9398908
[USER] Sir China is our biggest enemy. Sir we don't want any kind of relation with China. Just because of Chinesevirus we lost more than 2 lakh lives and even galwan Valley we almost lost 20 of our soldiers because of this evil China. Sir we hate China DeathToChina	0.33792365	0.66207635
What a shame! When civilian r dying bjp mp is doing back marketing? ModiMustResign ModiResign, ModiKaVaccineJumla [URL]	0.13035439	0.86964566
[USER] i'm always an asshole	0.014716572	0.9852835
[USER] Bloody hell - how awful. Hope youa[CUR]™re all ok.	0.03841454	0.96158546
Now if you think that Bully behaves hurtfully out of fear, and you feel compelled to offer friendship, that's awesome. If it turns out Bully hurts people cause they like it, you really do have an ethical obligation to your community to set that motherfucker on fire.	0.045192994	0.95480704
[USER] New parliament will be a shitbag as compared to the old majestic parliament House.	0.037591506	0.9624084
We are in a worse place than Iraq imagine! Our health minister sits smug on his chair planning the next PR move while thousands die daily under his watch. ResignHarshvardhan ResignModi Resign_PM_Modi ResignPMmodi [URL]	0.047303084	0.9526969
What the hell is going on! BengalBurning is for real. Let's oppose this neo-nazi j!hadidi. [URL]	0.2991698	0.70083016
cancel12thboardexams2021 Resign_PM_Modi [USER] Because of your overconfidence and ignorance hundreds of indian citizens are dying everyday and now you are ignoring lakhs of student's daily plea to cancel exam... [URL]	0.04855071	0.95144933
"U god damned virus spreading communists morons probably never heard of the phase - "" live by the sword...die by the sword"" Chinesevirus CovidIndia [URL]"	0.03155322	0.96844685
[USER] you bloody bitch, what horrible language you used. That all due to dubious upbringing, in wrong company you are in and your compulsive philandering life style. Suited well with Pappu and his sister. You ungainly, ugly, fat, foul mouthed woman! Shame on you,gutter	0.027046775	0.9729532
He has really took all four right backs and left Godfrey out for Coady and Mings, fuck this shitbag of a manager [URL]	0.016806625	0.9831934
[USER] son came home from music class playing little donkey on his recorder. I know the man who wrote that, he's a very good friend, Oh and who is he then he says, eric Boswell says I and gives him a signed cd of Eric and his songs. the look on his face was precious!	0.97471607	0.025284015
[USER] Damn that ChineseVirus did not even spared that cute little puppy.	0.6704284	0.3295716
[USER] Mfs be like make it a spicy Bloody Mary lol bitch whet? 😂. Peppered tomato drink bih 🤣😅	0.03633041	0.9636696
Bought something from eBay Hermes lost it seller refunded me parcel arrived today ffs contacted seller to pay because Ia[CUR]™m not a cunt Well not always	0.07343901	0.926561
feckless wanker [URL]	0.021864418	0.9781356
HDHHDNDNDNDNDBSBSNSNXB WHERE THE FUCK DID YALL COME FROM???????????? 3 MORE FOLLOWERS TILL 100?????? MAN IM JUST SOME GUY DRAWING PUSSY [URL]	0.0147310095	0.985269
[USER] they can suck it. an i jealous of saoirse? absolutely but i don't call her an ugly bastard. i'm happy for them	0.02767954	0.97232044
Macron what an idiot you are. FreedomOfSpeech is for everyone FrenchSoldiers have the rights too. Let them speak. France islamophobia EuropeanUnion b0105 manifestation WorldPeace Islam MuslimTwitter AlJazeera bbcnews CNN COVID19	0.09957401	0.900426
