	Sentence	Predicted label	Matched rule
3522	Ethics, values and compassion should been the mantra at this stage. Unfortunately many sick minds are using it as a tool to make fortune. Look at just bed blocking and black marketing of drugs. It's not covid killing people, it's the greedy and creepy humans. IndiaCovidCrisis	HOF	['(u_1 / kill :ARG1 (u_2 / person))']
3523	This description is so accurate and hilarious at the same damn time lmaoo [URL]	NOT	
3524	i think this coffee isn't decaf wait.... [URL]	NOT	
3525	[USER] Camp WWE! Fuck! Good times!	HOF	['(u_2 / fuck)']
3526	ResignModi Please stop posting your picture and do some work Thousand of people are dying now , Shame on you ExitModi [URL]	HOF	['(u_1 / shame :ARG1 (u_2 / media|person|publication|they|you|party|have|government))']
3527	What is wrong with these people Resign_PM_Modi [URL]	NOT	
3528	[USER] The ChineseVirus mutates after Double Mutant variant we are now seeing new variants even more dangerous. I fear this might start mutating to affect animals. ChinaLiedPeopleDied WuhanVirus WuhanLab	NOT	
3529	The Vaccination drive by Modi Govt has proven to be a big failure..... ModiKaVaccineJumla	NOT	
3530	[USER] [USER] [USER] 😂...okay, bastard money	HOF	['(u_1 / bastard)']
3531	Trying not to cry, in the swiftly moving queue, as I'm terrified the CovidVaccine will make me ill and I won't see my babies again. The media has destroyed me. covid19 [URL]	NOT	
3532	BITCH. Deport her and ALL her family. Seize her homes to repay the debt. How do these bloody foreigners get away with it. Do the DWP do NO CHECKS. I have to jump through hoops to get my measly pension credit. [URL]	HOF	['(u_1 / bitch)']
3533	"""you arent allowed to elevate that part of your identity to the level of importance as 'normala[CUR]™ gender has to us"" which is obviously total bollocks"	NOT	
3534	[USER] Shame that we got a pm who only care about elections. And other civil society NGOs who thinks about people.5000 log mar rahe hai har roz due to lack of oxygen, do u have any shame left ResignModi ResignPMmodi	HOF	['(u_1 / shame :ARG1 (u_2 / media|person|publication|they|you|party|have|government))']
3535	ppl always take anything as completely driven by love or hate damn bro its just critical thinking	NOT	
3536	This is reality of UP and India Today , shown all over the world. Such a shame for us , wish the Indian media had guts to shown this kind of harsh reality. IndiaChoked IndiaCovidCrisis India UPlockdown YogiJhootaHai andhbhakts YogiAdityanath [URL]	NOT	
3537	Fuck off	HOF	['(u_1 / fuckHYPHENoff)']
3538	Based on the little I've seen of that AoT no Requiem project or whatever, it just seems so damn cringe to me lmao	NOT	
3539	[USER] Really damn pretty!	NOT	
3540	"""Sorry, Slats... But no one cares about cricket right now... I certainly don't"" Scotty From Marketing told a press conference this morning, while donning a Cronulla Sharks scarf and cap. [URL] via [USER] IndiaCovidCrisis travelban"	NOT	
3541	You & your god Modi have lost the moral duty to remain in power! UTTER FAILURE ResignPMmodi [URL]	NOT	
3542	Am I wrong If I say islamophobia is real!!!! [URL]	NOT	
3543	Sweating like a hooker in church	NOT	
3544	I've never seen anything pushed as hard as the CovidVaccine in my entire life. Sports teams, actors, politicians, etc. Seems weird considering there's a mortality rate below 1%	NOT	
3545	These pigeons in toronto have no chill like what the bloody hell man	NOT	
3546	Modi ji brought disaster because of his carelessness ModiKaVaccineJumla [URL]	NOT	
3547	[USER] [USER] Some twat just replied to my post upset advertising sites dont tell clients why the SW left the site as its his right to know. Wtf!	HOF	['(u_2 / fuck)']
3548	How the fuck do people get off with fake nails on	HOF	['(u_2 / fuck)']
3549	The same redstate COVIDIOTS who refused to MaskUp and SocialDistance because they wanted freedom are now refusing to take the CovidVaccine that would allow us all to be free. It isn't freedom, it is greed and selfishness. Screw every one of the murdering bastards. [URL]	HOF	['(u_1 / bastard)']
3550	"There's this time i read ""Black Boy"". I learnt some vulgar words and i decided to use to use them on my brother. He pissed me off and i shouted ""You goddamn bastard son of a bitch bucket"" Him and his mother beat me so tey i com dey wonder if i be adopted child [URL]"	HOF	['(u_1 / bitch)']
3551	Look at the hypocrisy👇...while lamenting Muslims dona[CUR]™t vote for his MuslimGenocide calling BJP, but is exhorting all Hindus to absolutely not vote for any Muslim candidate. Thata[CUR]™s an EXTREME LEVEL OF Hate & AntMuslim bigotry and Islamophobia. May God bless your hateful soul [URL]	NOT	
3552	The images of india are so heartbreaking ! People dying on streets and burned bodies. It's so horrifying. IndiaCovidCrisis	NOT	
3553	Dear hypocrite, UP police for you was a liar during the Hathras case and now Bengal police is not lying despite having proofs regarding the violence. BengalBurning	NOT	
3554	[USER] [USER] [USER] [USER] I was actually happy he finally got some rest from the terrible year he and the rest of HCW had you twat. If you had the chance to visit an ICU in the last year (I did), you would have chosen a different p	NOT	
3555	[USER] [USER] [USER] [USER] [USER] [USER] [USER] Or. Just maybe. Dona[CUR]™t be a cunt to others was my original message.	NOT	
3556	Blimey bloke Grey squirrel meat, Love. Me mum bloody pissin out the arse you bitch. [URL]	HOF	['(u_1 / bitch)']
3557	[USER] Attention whore 🤡	NOT	
3558	No Sympathy for the older,No empathy for women.A girl was raped and killed in Bengal.Reason She was sitting on a booth on election day.The indocile, draconian and intrepid goons of TMC destroying everyonea[CUR]™ life who comes in their way. tmcgoons ShameOnMamata BengalBurning [URL]	NOT	
3559	[USER] With IndiaCovidCrisis I plead caution.	NOT	
3560	It's heartbreaking to see Osama struggling alone for the judicial killing of his father. A boy whose father sacrificed everything for strongest political party of Bihar yet no one standing beside him. StandWithOsamaShahab JusticeForShahabuddin [USER] [USER]	HOF	['(u_1 / kill :ARG1 (u_2 / person))']
3561	dear god, may his dick get soft when trying to fuck another bitch amen.	HOF	['(u_2 / fuck)']
3562	Ia[CUR]™ve waiting my whole life for tonight. FUCK LEFRAUD, SUNS IN 6!!!! Lakers fans stop making excuses about ADisney being out. Lebron is 14-0 in the first round and thata[CUR]™s about to end!!!!	HOF	['(u_2 / fuck)']
3563	[USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] Damn ass tulip! I didn't say anything like that. I said that building a mosque is not a service to Islam. Even the word Hagia Sophia did not come out of my mouth, sneaky pimp.	NOT	
3564	I blow every single one of their houses up. Matter fack add me in that bitch rn let me set them straight. [URL]	HOF	['(u_1 / bitch)']
3565	Now that the election is over, Get the fucking vaccine all over modi BJP IndiaCovidCrisis VaccineShortage	HOF	['(u_1132 / fucking)']
3566	[USER] Dear Modiji, you are failed to control the Corona virus in our country. Please resign. resignmodi	NOT	
3567	First dose done yesterday. My joints ache a bit, have a very mild headache, and I didna[CUR]™t sleep great, but I feel ok. Tim on the other hand feels rubbish! Though our arms feel bruised, but thata[CUR]™s to be expected 😂💉😊👍🏻 CovidVaccine AstraZeneca [URL]	NOT	
3568	[USER] shameless news at these tragic times! have you lost it completely [USER] ResignModi ModiMustResign CoronaSecondWave	NOT	
3569	modi ji kya hua are you wrong PM you should resign from your job, you not eligible for this position. [USER] ResignPMmodi Resign_PM_Modi [URL]	NOT	
3570	"My 87 yr old Dad said ""it was sad to see all the old people queuing for the CovidVaccine"". He was queuing too! Hope I think the same at that age! ITOlderBolder [USER]"	NOT	
3571	stop setting her up damn [URL] [URL]	NOT	
3572	Where are all secular bollywoodies who wore posting their views on the DASNA incident ... FARMER bills .... And many more .... Is bengal not a topic ... Please stop being one sided .. BengalBurning ShameOnMamata Bengalisburning MamtaisTerrorist ShameOnTMC TMCTerror	NOT	
3573	So many lives lost, so many empty dinner tables! So much gone! Hear it LOUD & CLEAR! Staying home is a PRIVILEGE ! Resign_PM_Modi [URL]	NOT	
3574	Please keep sharing your stories 🙏🏼 Feelings of doing whatever you can still it doesn't make a difference. Helped one, thousands of others in line waiting desperate for help 😔 IndiaCovidCrisis [URL]	NOT	
3575	[USER] [USER] what are you going to do about this new N440k variant which is killing people in matter of 2 days ? BBCLeadersDebate IndiaCovidCrisis COVID19India IndiaChoked CoronaPandemic absolutesystemfailure	HOF	['(u_1 / kill :ARG1 (u_2 / person))']
3576	[USER] Yes they suck big time. But it wouldn't be Newfie of us if we didn't bitch about something. I am guilty as well. Perfect day. Sunny, warm, no wind. But those bloody Flies ! 😎✌	HOF	['(u_1 / bitch)']
3577	How shameless the Prime Minister of a country has to be who in this time of thousands of COVID deaths a day ia going ahead with his Grand Vista project. It should have been scrapped. ResignModi resign_narendra_modi	HOF	['(u_1 / shameless)']
3578	The Australian government playing the race card again, now against the tiny nations of China AND India. Never underestimate their stupidity or bad judgement auspoI ScottyFromDamageControl China IndiaCovidCrisis ScottyTheRacist [URL]	NOT	
3579	"[USER] Same but not everyone is seeing these horrific images. And some don't seem to see ""others"" as relatable. Is beyond word how sad, and frustrating, this is😔 COVID IndiaCovidCrisis"	NOT	
3580	[USER] Worst prima minister of the world, Thousands of people killer ModiResign ResignPMmodi	HOF	['(u_1 / kill :ARG1 (u_2 / person))']
3581	Worried for my country !! CovidIndia Covid19IndiaHelp IndiaCovidCrisis IndianLivesMatter [URL]	NOT	
3582	[USER] [USER] [USER] If he didn't wanna be in it, he could put his hand over the lens and say piss off lads. He's not the shy retiring type that won't say what he's thinking is he? He was loving the screen time until he saw the movie afterwards	HOF	['(u_1 / pissHYPHENoff)']
3583	LOSERS LOSE FINLAND AND PLAY NXT ROUND YR MATEMATIC IS ASSHOLE LLOSERS	NOT	
3584	Bengal is burning. The liberals are looking the other way. Some are silently enjoying. Extremely Saddening.. Distressed ,beyond words , death of democracy . Toh Khela Hobe Ka Ye matlab tha!!! BengalBurning BengalViolence	NOT	
3585	"additionally, if you're a wrestler on here going ""you can do what you want, but don't say you're not getting hurt, you're getting hurt"" congratulations, you're doing free PR for WWE just like that Barstool shitbag is."	NOT	
3586	ShameOnEU_Parliament ridiculous decision by EU parliament portraying their Islamophobia . We muslims know how to tackle your bullshit decisions . Muslims [URL]	HOF	['(u_1 / bullshit)']
3587	[USER] [USER] I understand your frustrations 😉 WuhanVirus ChineseVirus TaiwanIsNotchina [URL]	NOT	
3588	[USER] [USER] Mhm okay well hope your good *my dick near you*	HOF	['(u_1 / dick)']
3589	"[USER] I've lived in Winnipeg my whole live and often hear people refer to Bishop Grandin Boulevard simply as ""Bishop"" For this reason can we rename the street after a bishop who wasn't a total shitbag? Or someone with the last name Bishop? Or Bis"	NOT	
3590	This guy is truly an immoral shitbag and MUST be defeated. [URL]	NOT	
3591	[USER] [USER] [USER] Yes, I am somewhere north of 50 years old, and I really do think Doris is a fucking wanker. Along with the rest of them.	HOF	['(u_1132 / fucking)']
3592	No oxygen, no vaccines What the hell is this govt doing? ArvindKejariwal COVID19India ModiKaVaccineJumla ResignModi satyendar jain: Delhi doesn't have sufficient vaccine doses for 18-44 age group: Health minister Satyendar Jain - The Economic Times [URL]	NOT	
3593	[USER] Shitbag!	NOT	
3594	"""The system hasna[CUR]™t collapsed. The government has failed. Perhaps ""failed"" is an inaccurate word, because what we are witnessing is not criminal negligence, but an outright crime against humanity."" IndiaCovidCrisis COVID19India [URL]"	NOT	
3595	[USER] It'll just be another equally mad bastard	HOF	['(u_1 / bastard)']
3596	The vaccination drive by modi government has proven epic failure They turned to exporting almost 45% manufactured vaccines The country like us decided to use themselves for their citizens ModiKaVaccineJumla ModiMustResign	NOT	
3597	What was the point of exporting almost 45 % of the manufactured vaccines when countries like US have thought of hoarding them up for themselves, for the welfare of their citizens. Now we are falling short of vaccines as the nation mourns. ModiKaVaccineJumla ModiResign	NOT	
